FG_seq,Wikidata_Q,Wikidata_link,cdli_ruler,cdli_count,NeedDisambig,CDLI URI,Alies (separated by bar | ),Description,Note,period_id,dynasty_id (P53),sequence,Replaces_(P1365),Replaced_by_(P1366),start_time_(P580),end_time_(P582),Wikidata2_link,Wikidata2_Q,Wikidata2_label,Wikidata3,Wikidata3_Label,Wikidata4,Wikidata4_Label,Follows (P155),Followed by (P156),Wikidata_Label,ruler,id,Wikidata_Label,Wikidata_Q,ruler,rulerLabel,birthdate,deathdate,replaces,replacesLabel,replacedBy,replacedByLabel,position,positionLabel,position2,positionLabel2,position3,positionLabel3,P21,determination method,https://www.wikidata.org/wiki/Property:P569,https://www.wikidata.org/wiki/Property:P570,https://www.wikidata.org/wiki/Property:P39,https://www.wikidata.org/wiki/Property:P580,https://www.wikidata.org/wiki/Property:P582,https://www.wikidata.org/wiki/Property:P1365,https://www.wikidata.org/wiki/Property:P1366,link address,epsd2_sortcode,epsd2_rulers,Wikipedia_reference,Wikidata_Q,Wikidata-link,P31,P103,P1412,titles,father,siblings,spouse,epsd2_sortcodes_json,RIME_seq_num,RIME_Volume,RIME_Series,RIME_Page,RIME_Ruler,RIME_Dynasty_count,RIME_Area,Wiki_dynasty,Wiki_periods,Wikidata_Label,Wikidata_Q,CDLI_URI,CDLI_label,x_CDLI,RIME_PDF_entry,Series_page
,Q349653,https://www.wikidata.org/wiki/Q349653,Sharkalisharri,0,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Shar-Kali-Sharri,Sharkalisharri,172,Shar-Kali-Sharri,Q349653,http://www.wikidata.org/entity/Q349653,Shar-Kali-Sharri,http://www.wikidata.org/.well-known/genid/476dfcfdfab8bd734e212040812195ea,http://www.wikidata.org/.well-known/genid/1c6b51074aa94c940dbb0ebebc976755,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Sharria,3,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Sharria,136,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Sharrum-kima-kalima,2,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Sharrum-kima-kalima,299,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q323897,https://www.wikidata.org/wiki/Q323897,Shilhak-Inshushinak1,0,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Shilhak-Inshushinak,Shilhak-Inshushinak1,461,Shilhak-Inshushinak,Q323897,http://www.wikidata.org/entity/Q323897,Shilhak-Inshushinak,-1150-01-01T00:00:00Z,-1119-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q59155756,ruler of Elam,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Shu-Amurru,3,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Shu-Amurru,23,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q2997581,https://www.wikidata.org/wiki/Q2997581,Shu-ilishu,91,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Shu-Ilishu,Shu-ilishu,169,Shu-Ilishu,Q2997581,http://www.wikidata.org/entity/Q2997581,Shu-Ilishu,,,,,,,,,,,,,Q6581097,,,,,,,,,,187,Šu-ilišu,,,,Q13649246,,,,,,,"Šu-ilišu: ""187"",",166,RIME 4,4.1.2,15,Šu-ilisu,2,ISIN,,,Shu-Ilishu,Q2997581,,Shu-Ilishu,91x,SU-ilisu E4.1.2 / 15,4.1.2 / 15
,Q362942,https://www.wikidata.org/wiki/Q362942,Shu-SAuen,0,y,disambiguation needed,Su-Suen (5) | Shu-Suen (4) | Szu-Suen (2),,Spelling error,Q109384761,Q723587,4,,,,,,,,,,,,,,Shu-Sin,Shu-SAuen,268,Shu-Sin,Q362942,http://www.wikidata.org/entity/Q362942,Shu-Sin,http://www.wikidata.org/.well-known/genid/52b477c5bddb3f3ec66a0220a7fdb3c0,http://www.wikidata.org/.well-known/genid/8666f8660ad27be44128feb66b86d0d5,,,,,http://www.wikidata.org/entity/Q12097,king,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q362942,https://www.wikidata.org/wiki/Q362942,Shu-Suen,4,y,disambiguation needed,Su-Suen (5) | Shu-Suen (4) | Szu-Suen (2),,,Q109384761,Q723587,4,,,,,,,,,,,,,,Shu-Sin,Shu-Suen,352,Shu-Sin,Q362942,http://www.wikidata.org/entity/Q362942,Shu-Sin,http://www.wikidata.org/.well-known/genid/52b477c5bddb3f3ec66a0220a7fdb3c0,http://www.wikidata.org/.well-known/genid/8666f8660ad27be44128feb66b86d0d5,,,,,http://www.wikidata.org/entity/Q12097,king,,,,,Q6581097,,,,,,,,,,35,Šu-Suen,,Q362942,,Q13649246,,,,,,,"Šu-Suen: ""35"",",144,RIME 3.2,3/2.1.4,285,Šu-Sin,3,UR,,,Shu-Sin,Q362942,disambiguation needed,disambiguation needed,Su-Suen (5) | Shu-Suen (4) | Szu-Suen (2),Sii-Sin E3/2.1.4 / 285,3/2.1.4 / 285
,Q362942,https://www.wikidata.org/wiki/Q362942,Shu-Sune,0,y,disambiguation needed,Su-Suen (5) | Shu-Suen (4) | Szu-Suen (2),,Spelling error,Q109384761,Q723587,4,,,,,,,,,,,,,,Shu-Sin,Shu-Sune,361,Shu-Sin,Q362942,http://www.wikidata.org/entity/Q362942,Shu-Sin,http://www.wikidata.org/.well-known/genid/52b477c5bddb3f3ec66a0220a7fdb3c0,http://www.wikidata.org/.well-known/genid/8666f8660ad27be44128feb66b86d0d5,,,,,http://www.wikidata.org/entity/Q12097,king,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q627980,https://www.wikidata.org/wiki/Q627980,Shu-Turul,8,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Shu-turul,Shu-Turul,510,Shu-turul,Q627980,http://www.wikidata.org/entity/Q627980,Shu-turul,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q315893,https://www.wikidata.org/wiki/Q315893,Shugi,1,y,disambiguation needed,Shugi (1) | Sulgi (1) | Shulgi (1) | Šulgi (10000+),,,Q109384761,Q723587,2,,,,,,,,,,,,,,Shulgi,Shugi,35,Shulgi,Q315893,http://www.wikidata.org/entity/Q315893,Shulgi,-2123-01-01T00:00:00Z,-2045-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q116,monarch,,,,,Q6581097,,,,,,,,,,31,Šulgi,,Q315893,,Q13649246,,,,,,,"Šulgi: ""31"",",142,RIME 3.2,3/2.1.2,91,Šulgi,3,UR,,,Shulgi,Q315893,disambiguation needed,disambiguation needed,Shugi (1) | Sulgi (1) | Shulgi (1) | Šulgi (10000+),Sulgi E3/2.1.2 / 91,3/2.1.2 / 91
,Q315893,https://www.wikidata.org/wiki/Q315893,Shulgi,3,y,disambiguation needed,Shugi (1) | Sulgi (1) | Shulgi (1) | Šulgi (10000+),,,Q109384761,Q723587,2,,,,,,,,,,,,,,Shulgi,Shulgi,42,Shulgi,Q315893,http://www.wikidata.org/entity/Q315893,Shulgi,-2123-01-01T00:00:00Z,-2045-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q116,monarch,,,,,Q6581097,,,,,,,,,,31,Šulgi,,Q315893,,Q13649246,,,,,,,"Šulgi: ""31"",",142,RIME 3.2,3/2.1.2,91,Šulgi,3,UR,,,Shulgi,Q315893,disambiguation needed,disambiguation needed,Shugi (1) | Sulgi (1) | Shulgi (1) | Šulgi (10000+),Sulgi E3/2.1.2 / 91,3/2.1.2 / 91
,,,Shurush-kin,2,y,,,ruler (ensi2) of Umma during the Old Akkadian Period,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Shurush-kin,330,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,157,Šuruškin,,,,Q13649246,,,,,,,"Šuruškin: ""157"",",109,RIME 2,2.11.5,263,Šuruš-kīn,1,UMMA,,,,,https://cdli.mpiwg-berlin.mpg.de/artifacts/462099,Shurush-kin,1x,Surus-kin E2.11.5 / 263,2.11.5 / 263
,Q392729,https://www.wikidata.org/wiki/Q392729,Shutruk-nahhunte,2,,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Shutruk-Nahhunte,Shutruk-nahhunte,124,Shutruk-Nahhunte,Q392729,http://www.wikidata.org/entity/Q392729,Shutruk-Nahhunte,-1300-01-01T00:00:00Z,-1154-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q392729,https://www.wikidata.org/wiki/Q392729,Shutruk-Nahhunte1,0,,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Shutruk-Nahhunte,Shutruk-Nahhunte1,354,Shutruk-Nahhunte,Q392729,http://www.wikidata.org/entity/Q392729,Shutruk-Nahhunte,-1300-01-01T00:00:00Z,-1154-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SI,23,,,,,What is this abbrevation?,NULL,NULL,NULL,,,,,,,,,,,,,,,SI,230,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q2622768,https://www.wikidata.org/wiki/Q2622768,Sid-iddinam,1,y,https://cdli.mpiwg-berlin.mpg.de/search/1670823855?dates=Sid-iddinam&advanced_search=1,,,two Q-items for this ruler...,NULL,NULL,NULL,,,,,https://www.wikidata.org/wiki/Q2288651,,,,,,,,,Sin-Iddinam,Sid-iddinam,270,Sin-Iddinam,Q2622768,http://www.wikidata.org/entity/Q2622768,Sin-Iddinam,,,,,,,,,,,,,Q6581097,,,,,,,,,,221,Sin-iddinam,,,,Q13649246,,,,,,,"Sin-iddinam: ""221"",",188,RIME 4,4.2.9,157,Sin-iddinam,1,LARSA,,,,Q2622768,,Sin-iddinam,262x | Also: Q2288651(exact match...),Sin-iddinam E4.2.9 / 157,4.2.9 / 157
,Q3483900,https://www.wikidata.org/wiki/Q3483900,Siili-Sin,1,y,disambiguation needed,,,spelling error,NULL,NULL,NULL,,,,,,,,,,,,,,Silli-Sîn,Siili-Sin,542,Silli-Sîn,Q3483900,http://www.wikidata.org/entity/Q3483900,Silli-Sîn,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q2508799,https://www.wikidata.org/wiki/Q2508799,Silli-Adad,48,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Silli-Adad,Silli-Adad,443,Silli-Adad,Q2508799,http://www.wikidata.org/entity/Q2508799,Silli-Adad,,,,,,,,,,,,,Q6581097,,,,,,,,,,227,Ṣilli-Adad,,,,Q13649246,,,,,,,"Ṣilli-Adad: ""227"",",191,RIME 4,4.2.12,199,Ṣilli-Adad,1,LARSA,,,,,,,,Silli-Adad E4.2.12 / 199,4.2.12 / 199
,Q3483900,https://www.wikidata.org/wiki/Q3483900,Silli-Sin,29,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Silli-Sîn,Silli-Sin,27,Silli-Sîn,Q3483900,http://www.wikidata.org/entity/Q3483900,Silli-Sîn,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Silulu,11,,,,,"this is an OA eponym, the king is Puzur-Assur II: 099+: Puzur-Assur2.Silulu+.00.00",NULL,NULL,NULL,,,,,,,,,,,,,,,Silulu,34,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q185774,https://www.wikidata.org/wiki/Q185774,Simbar-Shipak,1,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Simbar-shipak,Simbar-Shipak,184,Simbar-shipak,Q185774,http://www.wikidata.org/entity/Q185774,Simbar-shipak,-1100-01-01T00:00:00Z,-1007-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q56338457,https://www.wikidata.org/wiki/Q56338457,Sin-abushu,3,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Sin-abushu,Sin-abushu,339,Sin-abushu,Q56338457,http://www.wikidata.org/entity/Q56338457,Sin-abushu,,,,,,,,,,,,,Q6581097,,,,,,,,,,181,Sin-abušu,,,,Q13649246,,,,,,,"Sin-abušu: ""181"",",274,RIME 4,4.14.2,688,Sîn-abûsu,,DIYALA REGIONS,,,Sin-abushu,Q56338457,,,,Sîn-abûsu E4.14.2 / 688,4.14.2 / 688
,Q56338457,https://www.wikidata.org/wiki/Q56338457,Sin-abuszu,0,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Sin-abushu,Sin-abuszu,262,Sin-abushu,Q56338457,http://www.wikidata.org/entity/Q56338457,Sin-abushu,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Sin-balassu-iqbi,39,y,disambiguation needed,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Sin-balassu-iqbi,491,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Sin-balatsu-iqbi,1,y,disambiguation needed,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Sin-balatsu-iqbi,118,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q2997692,https://www.wikidata.org/wiki/Q2997692,Sin-eribam,53,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Sin-Eribam,Sin-eribam,467,Sin-Eribam,Q2997692,http://www.wikidata.org/entity/Q2997692,Sin-Eribam,,,,,,,,,,,,,Q6581097,,,,,,,,,,223,Sin-eribam,,,,Q13649246,,,,,,,"Sin-eribam: ""223"",",189,RIME 4,4.2.10,188,Sîn-irībam,1,LARSA,,,Sin-Eribam,Q2997692,disambiguation needed,Sin-Eribam,53x (needs disambiguation),Sîn-irïbam E4.2.10 / 188,4.2.10 / 188
,Q4419979,https://www.wikidata.org/wiki/Q4419979,Sin-gamil,14,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Sîn-gāmil,Sin-gamil,128,Sîn-gāmil,Q4419979,http://www.wikidata.org/entity/Q4419979,Sîn-gāmil,,,,,,,,,,,,,Q6581097,,,,,,,,,,257,Sin-gamil,,,,Q13649246,,,,,,,"Sin-gamil: ""257"",",210,RIME 4,4.4.3,466,Sin-gamil,3,URUK,,,,Q4419979,disambiguation needed,Sin-gamil,14x (needs disambiguation),Sin-gamil E4.4.3 / 466,4.4.3 / 466
,Q2622768,https://www.wikidata.org/wiki/Q2622768,Sin-iddinam,262,y,disambiguation needed,,,two Q-items for this ruler...,NULL,NULL,NULL,,,,,https://www.wikidata.org/wiki/Q2288651,,,,,,,,,Sin-Iddinam,Sin-iddinam,250,Sin-Iddinam,Q2622768,http://www.wikidata.org/entity/Q2622768,Sin-Iddinam,,,,,,,,,,,,,Q6581097,,,,,,,,,,221,Sin-iddinam,,,,Q13649246,,,,,,,"Sin-iddinam: ""221"",",188,RIME 4,4.2.9,157,Sin-iddinam,1,LARSA,,,,Q2622768,,Sin-iddinam,262x | Also: Q2288651(exact match...),Sin-iddinam E4.2.9 / 157,4.2.9 / 157
,Q2622768,https://www.wikidata.org/wiki/Q2622768,Sin-iddinnam,1,y,https://cdli.mpiwg-berlin.mpg.de/artifacts/324637,,,two Q-items for this ruler...,NULL,NULL,NULL,,,,,https://www.wikidata.org/wiki/Q2288651,,,,,,,,,Sin-Iddinam,Sin-iddinnam,173,Sin-Iddinam,Q2622768,http://www.wikidata.org/entity/Q2622768,Sin-Iddinam,,,,,,,,,,,,,Q6581097,,,,,,,,,,221,Sin-iddinam,,,,Q13649246,,,,,,,"Sin-iddinam: ""221"",",188,RIME 4,4.2.9,157,Sin-iddinam,1,LARSA,,,,Q2622768,,Sin-iddinam,262x | Also: Q2288651(exact match...),Sin-iddinam E4.2.9 / 157,4.2.9 / 157
,Q2622768,https://www.wikidata.org/wiki/Q2622768,Sin-idinnam,0,y,disambiguation needed,,,two Q-items for this ruler...,NULL,NULL,NULL,,,,,https://www.wikidata.org/wiki/Q2288651,,,,,,,,,Sin-Iddinam,Sin-idinnam,505,Sin-Iddinam,Q2622768,http://www.wikidata.org/entity/Q2622768,Sin-Iddinam,,,,,,,,,,,,,Q6581097,,,,,,,,,,221,Sin-iddinam,,,,Q13649246,,,,,,,"Sin-iddinam: ""221"",",188,RIME 4,4.2.9,157,Sin-iddinam,1,LARSA,,,,Q2622768,,Sin-iddinam,262x | Also: Q2288651(exact match...),Sin-iddinam E4.2.9 / 157,4.2.9 / 157
,Q2622828,https://www.wikidata.org/wiki/Q2622828,Sin-ikiiasham,1,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Sin-Iqisham,Sin-ikiiasham,237,Sin-Iqisham,Q2622828,http://www.wikidata.org/entity/Q2622828,Sin-Iqisham,,,,,,,,,,,,,Q6581097,,,,,,,,,,225,Sin-iqišam,,,,Q13649246,,,,,,,"Sin-iqišam: ""225"",",190,RIME 4,4.2.11,190,Sîn-iqisam,1,LARSA,,,Sin-Iqisham,Q2622828,,Sin-Iqisham,102x,Sîn-iqisam E4.2.11 / 190,4.2.11 / 190
,Q2622828,https://www.wikidata.org/wiki/Q2622828,Sin-iqisham,102,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Sin-Iqisham,Sin-iqisham,223,Sin-Iqisham,Q2622828,http://www.wikidata.org/entity/Q2622828,Sin-Iqisham,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q4419983,https://www.wikidata.org/wiki/Q4419983,Sin-kashid,1024,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Sin-kashid,Sin-kashid,523,Sin-kashid,Q4419983,http://www.wikidata.org/entity/Q4419983,Sin-kashid,,,,,,,,,,,,,Q6581097,,,,,,,,,,255,Sin-kašid,,,,Q13649246,,,,,,,"Sin-kašid: ""255"",",208,RIME 4,4.4.1,440,Sin-kasid,3,URUK,,,Sin-kashid,Q4419983,,Sin-kashid,1024x,Sin-kasid E4.4.1 / 440,4.4.1 / 440
,Q4419983,https://www.wikidata.org/wiki/Q4419983,Sin-kaszid,0,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Sin-kashid,Sin-kaszid,511,Sin-kashid,Q4419983,http://www.wikidata.org/entity/Q4419983,Sin-kashid,,,,,,,,,,,,,Q6581097,,,,,,,,,,255,Sin-kašid,,,,Q13649246,,,,,,,"Sin-kašid: ""255"",",208,RIME 4,4.4.1,440,Sin-kasid,3,URUK,,,Sin-kashid,Q4419983,,Sin-kashid,1024x,Sin-kasid E4.4.1 / 440,4.4.1 / 440
,Q2918146,https://www.wikidata.org/wiki/Q2918146,Sin-magir,12,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Suen-magir,Sin-magir,57,Suen-magir,Q2918146,http://www.wikidata.org/entity/Q2918146,Suen-magir,,,,,,,,,,,,,Q6581097,,,,,,,,,,209,Sin-magir,,,,Q13649246,,,,,,,"Sin-magir: ""209"",",178,RIME 4,4.1.14,97,Sîn-magir,2,ISIN,,,Suen-magir,Q2918146,,Sin-magir,12x,Sîn-magir E4.1.14 / 97,4.1.14 / 97
,Q374546,https://www.wikidata.org/wiki/Q374546,Sin-muballit,251,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Sin-Muballit,Sin-muballit,452,Sin-Muballit,Q374546,http://www.wikidata.org/entity/Q374546,Sin-Muballit,-1850-01-01T00:00:00Z,-1792-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q318708,https://www.wikidata.org/wiki/Q318708,Sin-šar-iškun,2,,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Sinsharishkun,Sin-šar-iškun,171,Sinsharishkun,Q318708,http://www.wikidata.org/entity/Q318708,Sinsharishkun,-0700-01-01T00:00:00Z,-0611-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28124026,King of Assyria,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q318708,https://www.wikidata.org/wiki/Q318708,Sin-Shar-ishkun,4,,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Sinsharishkun,Sin-Shar-ishkun,233,Sinsharishkun,Q318708,http://www.wikidata.org/entity/Q318708,Sinsharishkun,-0700-01-01T00:00:00Z,-0611-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28124026,King of Assyria,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q318708,https://www.wikidata.org/wiki/Q318708,Sin-sharru-ishkun,101,,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Sinsharishkun,Sin-sharru-ishkun,249,Sinsharishkun,Q318708,http://www.wikidata.org/entity/Q318708,Sinsharishkun,-0700-01-01T00:00:00Z,-0611-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28124026,King of Assyria,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q4419983,https://www.wikidata.org/wiki/Q4419983,Sinkashid,0,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Sin-kashid,Sinkashid,218,Sin-kashid,Q4419983,http://www.wikidata.org/entity/Q4419983,Sin-kashid,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SK,2,,,,,What is this abbrevation?,NULL,NULL,NULL,,,,,,,,,,,,,,,SK,548,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SM,0,,,,,What is this abbrevation?,NULL,NULL,NULL,,,,,,,,,,,,,,,SM,189,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Suen,,,,,,This is something to fix using ORACC,NULL,NULL,NULL,,,,,,,,,,,,,,,Suen,288,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q363563,https://www.wikidata.org/wiki/Q363563,Sumu-abum,59,,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Sumu-abum,Sumu-abum,418,Sumu-abum,Q363563,http://www.wikidata.org/entity/Q363563,Sumu-abum,-2000-01-01T00:00:00Z,-1880-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Sumu-amnanim,1,,disambiguation needed,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Sumu-amnanim,323,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Sumu-amnanum,4,,disambiguation needed,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Sumu-amnanum,2,Sumu-Amnanum,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q1291321,https://www.wikidata.org/wiki/Q1291321,Sumu-el,507,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Sumuel,Sumu-el,48,Sumuel,Q1291321,http://www.wikidata.org/entity/Q1291321,Sumuel,,,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,217,Sumu-el,,,,Q13649246,,,,,,,"Sumu-el: ""217"",",186,RIME 4,4.2.7,130,Sūmû-EI,1,LARSA,,,Sumuel,Q1291321,,Sumu-el,507x,Sûmû-EI E4.2.7 / 130,4.2.7 / 130
,Q363563,https://www.wikidata.org/wiki/Q363563,Sumuabum,59,,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Sumu-abum,Sumuabum,549,Sumu-abum,Q363563,http://www.wikidata.org/entity/Q363563,Sumu-abum,-2000-01-01T00:00:00Z,-1960-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q518914,https://www.wikidata.org/wiki/Q518914,Sumulael,121,,,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Sumu-la-El,Sumulael,526,Sumu-la-El,Q518914,http://www.wikidata.org/entity/Q518914,Sumu-la-El,-1850-01-01T00:00:00Z,-1844-01-01T00:00:00Z,,,,,http://www.wikidata.org/entity/Q28132899,King of Babylon,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q182749,https://www.wikidata.org/wiki/Q182749,Szarr-ken1,4,y,disambiguation needed,,king of Assyria,OA period,NULL,NULL,NULL,,,,,,,,,,,,,,Šarru-kên I,Szarr-ken1,85,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q182749,https://www.wikidata.org/wiki/Q182749,Szarru-ken1,144,y,disambiguation needed,,king of Assyria,OA period,NULL,NULL,NULL,,,,,,,,,,,,,,Šarru-kên I,Szarru-ken1,83,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q362942,https://www.wikidata.org/wiki/Q362942,Szu-Suen,2,y,disambiguation needed,,,,NULL,NULL,NULL,,,,,,,,,,,,,,Shu-Sin,Szu-Suen,149,Shu-Sin,Q362942,http://www.wikidata.org/entity/Q362942,Shu-Sin,http://www.wikidata.org/.well-known/genid/52b477c5bddb3f3ec66a0220a7fdb3c0,http://www.wikidata.org/.well-known/genid/8666f8660ad27be44128feb66b86d0d5,,,,,http://www.wikidata.org/entity/Q12097,king,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Takil-ilissu,5,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Takil-ilissu,383,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Temtihalki,2,,,,,None found,NULL,NULL,NULL,,,,,,,,,,,,,,,Temtihalki,494,,,,,,,,,,,,,,,,,Q6581097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
